Dados
"A.1.0 Algo Mais | eu preciso ter wifi ? | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"A.1.0 Algo Mais | Eu quero saber como funciona isto e pra que serve?? | O PIN é sua chave de segurança e sempre será solicitado em caso de alteração de dados cadastrais, contratação de serviços  e Wi-Fi bem como ao realizar os comandos remotos."
A.1.0 Algo Mais | Gostaria  de saber se foi cancelado? | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
A.1.0 Algo Mais | Gostaria de cancelar as faturas  | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"A.1.0 Algo Mais | Gostaria e renovar meu on star | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
A.1.0 Algo Mais | Irei ligar do carro | Os comandos remotos disponíveis no my App são: - Ligar e Desligar (desde que tenha transmissão automática) - Luzes e Buzinas - Travar e Destravar as portas   Para utilizá-los basta estar logado e autenticado no my App.
"A.1.0 Algo Mais | Mas como faço o cadastro para degustação dos 3 meses | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"A.1.0 Algo Mais | Meu pacote de Wi-Fi acabou | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
"A.1.0 Algo Mais | No momento não estou com o carro posso ligar para o número informado pelo meu celular? | Para saber quantos dispositivos estão conectados nesse momento na sua rede Wi-Fi, acesse as configurações de Wi-Fi no GSP e o número de dispositivos emparelhados será exibido."
"A.1.0 Algo Mais | No painel aparece | Caso visualize uma luz em seu painel, pressione o botão de serviço  a qualquer momento. Um agente poderá executar um diagnóstico completo do seu veículo quando solicitado."
"A.1.0 Algo Mais | Obrigado  finaliza  atendimento | ##O.1.0

Temos vários canais de comunicação para que você esteja sempre conectado conosco. Botão para chamar atendente, pelo site, entre em contato pela central de atendimento "
"A.1.0 Algo Mais | Olá bom dia | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
A.1.0 Algo Mais |  precisa de wifi? | Para adquirir  e Wi-Fi não é necessário instalar nenhum dispositivo em seu veículo. O módulo  já vem instalado de fábrica.
"A.1.0 Algo Mais | Os plano  e o wi- Fi
E separado . | O  e Wi-Fi são serviços distintos. Enquanto o  refere-se aos Serviços de Segurança, Emergência e Serviços Conectados, o Wi-Fi refere-se a contratação e utilização do mesmo."
"A.1.0 Algo Mais | Pagamento dos planos e com boleto. | Inicialmente, a forma de pagamento disponível para  e Wi-Fi é via cartão de crédito, no entanto, estamos trabalhando para disponibilizar novas opções de pagamento em breve."
"A.1.0 Algo Mais | Péssimo atendimento | ##O.1.0

Temos vários canais de comunicação para que você esteja sempre conectado conosco. Botão para chamar atendente, pelo site, entre em contato pela central de atendimento "
"A.1.0 Algo Mais | Planos | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"A.1.0 Algo Mais | planos wifi | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"A.1.0 Algo Mais | Por motivo de força maior não consegui cadastrar meu cartão, gostaria de saber se ainda consigo para ganhar os dois meses gratuitamente??? | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"A.1.0 Algo Mais | Quanto custa o serviço ? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"A.1.0 Algo Mais | Queria ativar por aqui | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"A.1.0 Algo Mais | quero cadastrar  | No processo de ativação do  nova geração, você cria sua conta no link /meu_ e lá é possível adicionar até 15 veículos em sua garagem."
"A.1.0 Algo Mais | Quero usar meu próprio cartão para desbloquear os dois meses de gratuidade, posso fazer isso pela manhã? | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"A.1.0 Algo Mais | Segunda via do boleto | Inicialmente, a forma de pagamento disponível para  e Wi-Fi é via cartão de crédito, no entanto, estamos trabalhando para disponibilizar novas opções de pagamento em breve."
"A.1.0 Algo Mais | Sobre o a plicativo do meu celular q eu n consigo entrar | ##H.1.0

Utilize o aplicativo My App. Baixe pelo link, instale o app e faça login com suas credenciais"
"A.1.0 Algo Mais | Tive problemas com boletos | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"A.1.0 Algo Mais | Valor do no star ? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"B.1.1 Lista Principais Servicos | condução | ##B.1.7

O serviço Condução Inteligente  dá sugestões para melhorar os hábitos de direção"
"B.1.1 Lista Principais Servicos | Tem seguro? | No  nova geração, não oferecemos mais o serviço de Destino Seguro. Foi decidido como estratégia de negócio."
"D.1.0 Duvidas | Boleto | Inicialmente, a forma de pagamento disponível para  e Wi-Fi é via cartão de crédito, no entanto, estamos trabalhando para disponibilizar novas opções de pagamento em breve."
"D.1.0 Duvidas | Como alterar usuário e senha do roteador? | Para visualizar o nome de usuário e senha do seu Wi-Fi, basta apenas pressionar o botão 'Privacidade' e depois 'Configurações de Wi-Fi' na tela do seu aplicativo. Para alterar essas informações digite o novo nome e / ou senha do SSID nos campos e clique em 'Salvar'. É necessário saber o PIN da sua conta ."
"D.1.0 Duvidas | Como emitir boleto de renovaçao | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"D.1.0 Duvidas | Como recebo e-mail de convite ? | Se você já retirou seu veículo da concessionária, para solicitar o convite, basta apertar o botão azul  ou ligar no . Se você ainda não retirou o veículo da concessionária, peça para o vendedor enviar o convite."
"D.1.0 Duvidas | Confirmar minha gratuidade por mais dois meses, pois já cadastrei cartão. | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
D.1.0 Duvidas | É normal o mylink desligar depois de 10 minutos com o carro desligado? | Para que o Wi-Fi funcione é necessário que a ignição esteja LIGADA.
"D.1.0 Duvidas | Erro GPS | Os históricos de localização, atualmente, não estão disponíveis para consulta."
"D.1.0 Duvidas | Eu não lembro se eu ative    no meu carro. TEM como saber se estar ativado o ? | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"D.1.0 Duvidas | Gostaria de informações sobre as diferenças entre os planos | O  e Wi-Fi são serviços distintos. Enquanto o  refere-se aos Serviços de Segurança, Emergência e Serviços Conectados, o Wi-Fi refere-se a contratação e utilização do mesmo."
"D.1.0 Duvidas | Gostaria de saber no aplicativi tem a opcao enviar rota ,para que serve? | A instalação e uso do aplicativo my App é gratuita."
D.1.0 Duvidas | Mas preciso cancelar o meu plano da Tracher 2017/2018 | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"D.1.0 Duvidas | Meu cruze sedan é modelo 2019 e fiquei com o  3 meses gratuito e agora quero aderir o plano anual | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"D.1.0 Duvidas | Os planos  e planos Wifi são independentes ou algum plano  já disponibiliza o wifi? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"D.1.0 Duvidas | Planos | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"D.1.0 Duvidas | Porque a luz indicativa do  permanece ligada quanto ligo o veículo? | Caso visualize uma luz em seu painel, pressione o botão de serviço  a qualquer momento. Um agente poderá executar um diagnóstico completo do seu veículo quando solicitado."
D.1.0 Duvidas | Pq meu pacote standard nao esta ativo? | Para utilizar o Condução Inteligente  é necessário ter um plano ativo a partir do Plano Standard Connect.
D.1.0 Duvidas | Queria saber porque cancelaram meu  | Para cancelar seu plano  basta entrar em contato com a Central  no  ou pressionar o Botão Azul e falar com um agente.
"D.1.0 Duvidas | quero renovar meu plano via web sem fazer ligação | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"D.1.0 Duvidas | Quero saber de valor | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"D.1.0 Duvidas | Tenho tres meses grátis, hoje completando 1 mês. Quero ativar os 2 meses que estão faltando | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | *ACEITAR*!!! | Sobre os termos de contrato necessários,  um deles é de responsabilidade da  () e o outro é de responsabilidade da Operadora  que provê o serviço de Wi-Fi. A Declaração de privacidade também é separada e mandatória conforme legislação."
"S.2.0X Verifica duvida | A Isabela Jóias agradece seu contato. Como posso ajudar? | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Abaixei | ##H.1.0

Utilize o aplicativo My App. Baixe pelo link, instale o app e faça login com suas credenciais"
"S.2.0X Verifica duvida | Achei que eu teria 3 meses grátis, ainda não passou nem um | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Adquiri um novo veículo e vem com 3 meses de cortesia, porém, não consigo acessar pois busca os dados do veículo anterior | Caso não haja renovação do serviço após os 3 meses de degustação, o aplicativo continua sim funcionando, porém com acesso somente a informações básicas como: - Agendamento de Serviços - Manual do Proprietário - Fale conosco"
"S.2.0X Verifica duvida | Adquiri uma Spin Active 2019/2020, o vendedor me enviou um whatssap referente a 1 mês de Obstar, como me cadastro ? | Quem preenche o formulário de cadastro do  é o proprietário. Assim que realizada a compra a concessionária, o comprador recebe o convite de ativação por email."
"S.2.0X Verifica duvida | Alguém pode me ligar pra fazermos o cadastro? | Quem preenche o formulário de cadastro do  é o proprietário. Assim que realizada a compra a concessionária, o comprador recebe o convite de ativação por email."
"S.2.0X Verifica duvida | Apaguei a mensagem sem querer.Desculpas.Mande outra se possível. | Caso pressione o botão SOS sem querer, não há nenhum problema. Quando você for conectado a um agente, apenas verificaremos se existe qualquer outra coisa que possamos ajudar."
"S.2.0X Verifica duvida | Atualizar no meu celular | Em caso de dúvidas ou problemas referentes ao aplicativo, serviços  ou Wi-Fi, entre em contato com a Central  no "
"S.2.0X Verifica duvida | Basta cadastrar meu cartão e terei mais 2 meses gratis? | É possível utilizar o cartão de terceiros para desbloquear os dois meses de gratuidade ou renovação. Porém, recomendamos que seja de um parente próximo e que o mesmo esteja presente para validar os dados de segurança."
"S.2.0X Verifica duvida | Boa atrde | ##C.1.0

Ativar o  e Wi-Fi é bem simples. Montei aqui um passo a passo de como realizar essa ativação."
"S.2.0X Verifica duvida | Boa noite! Como faço pra ter mais dois mês grátis no  | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Boa tarde, o meu plano venceu e eu gostaria de renovar por favor. | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"S.2.0X Verifica duvida | Bom dia !! | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
"S.2.0X Verifica duvida | Bom dia obrigado | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
"S.2.0X Verifica duvida | Bom dia
Quando vão ativar meu  novamente? | No  nova geração, não oferecemos mais o serviço de Alerta no Valet no perído de lançamento, porém estamos estudando para implementar futuramente."
"S.2.0X Verifica duvida | Bom dia! Por gentileza me informe o número de telefone para que eu possa agendar um serviço de revisão de sensor nos pneus. | É possível agendar serviços através do my App somente para para veículos de  nova geração. É necessário escolher uma concessionária de preferência, assim eles entrarão em contato com você para agendar a data mais conveniente do serviço."
"S.2.0X Verifica duvida | Bom dia!
Ainda não conseguir usar o  devido a quarentena | Não é necessário que você possua um smartphone para para ter acesso aos diagnósticos e informações do veículo. Você pode acessar sua página no link /meu_ através de um desktop. Para os comandos remotos, é possível solicitá-los através da Central  no  ou clicando no botão  de seu veículo."
"S.2.0X Verifica duvida | Bom Dia!!!! | Pelo Aplicativo , além dos comandos remotos: ""Ligar e Desligar"", ""Luzes e Buzinas"" e ""Travar e Destravar as portas"", você também acessa outros serviços como:  - Localização do veículo - Diagnósticos do veículo - Agendamento de Serviços - Rede Wi-Fi - Condução Inteligente  - Navegação (se o veículo for compatível) - Plano  - Acessar a conta - Editar o my App - Configurações - Manual do Proprietário - Videos e Artigos - Fale conosco"
"S.2.0X Verifica duvida | Bom dia, gostaria de saber mais sobre os planos do  e os planos de wifi | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Cical | O serviço  está disponível com sinal em todo o território nacional, porém, pode ocorrer variação do sinal dependendo da região em que o veículo se encontra."
"S.2.0X Verifica duvida | Como está | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | Como faço p cadastrar o PIN ? | O PIN é sua chave de segurança e sempre será solicitado em caso de alteração de dados cadastrais, contratação de serviços  e Wi-Fi bem como ao realizar os comandos remotos."
"S.2.0X Verifica duvida | Como faço para renovar o ? | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"S.2.0X Verifica duvida | Como faço para utilizar o Wifi do carro | Pessoas a bordo do veículo podem utilizar os serviços  somente para dados elementares. Para algumas informações como comandos remotos, compra/alteração/cancelamento de Planos serão necessárias informações exclusivas do cliente."
"S.2.0X Verifica duvida | Como faço pra saber sobre valores? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | Como vou renovar uma coisa que não uso? | ##R.1.0

Renove o seu plano para ter mais proteção e conectividade. Pra renovar é só escolher a renovação"
"S.2.0X Verifica duvida | Conseguem entrar em.contato | ##O.1.0

Temos vários canais de comunicação para que você esteja sempre conectado conosco. Botão para chamar atendente, pelo site, entre em contato pela central de atendimento "
S.2.0X Verifica duvida | Consumo de dados | Você pode acompanhar a utilização do seu pacote de dados do Wi-Fi através de sua conta no link /meu_ e my App.
"S.2.0X Verifica duvida | Demora a ligar. | As etapas de ativação são as mínimas exigidas para que possamos liberar o serviço. Entendemos o desconforto de preencher todos os dados, mas tratam-se de vários serviços contratados como o  e Serviços Conectados bem como o Wi-Fi que, por sua vez, é provido por uma operadora de telefonia. Com isso, não temos como reduzir os passos para a ativação."
"S.2.0X Verifica duvida | Depois entrarei em contato! | ##O.1.0

Temos vários canais de comunicação para que você esteja sempre conectado conosco. Botão para chamar atendente, pelo site, entre em contato pela central de atendimento "
"S.2.0X Verifica duvida | E nao esta funcionando pq? | Teremos o maior prazer em ajudá-lo a investigar seu problema. Para isso, preciso que faça o login pelo link: "
"S.2.0X Verifica duvida | E o  funciona sem o plano de internet da ? | A  optou pela operadora  como parceira estratégica por possuir o melhor plano de investimento/expansão/velocidade de conexão, além de possuir a melhor cobertura nacional, dependendo da cobertura da região. Dessa forma, não é possível fazer a troca de operadora."
"S.2.0X Verifica duvida | E qual o vakor? | ##L.1.0

Para assinar ou realizar o upgrade do  e Wi-Fi é muito simples. Basta ligar no . Você pode optar por 4 tipos de planos  e Wi-Fi. Aqui estão seus preços, custos, valores, quanto custa, e quanto vai pagar."
"S.2.0X Verifica duvida | E sem consulta | Os históricos de localização, atualmente, não estão disponíveis para consulta."
S.2.0X Verifica duvida | E tbm não tenho cherolet | Para utilizar o Condução Inteligente  é necessário ter um plano ativo a partir do Plano Standard Connect.
"S.2.0X Verifica duvida | Em tempo este Despachante não se encontrava na Loja quando voltei para quê o mesmo sanasse tal Irregularidade.,ficando na responsabilidade do Sr.Patrik para sanar tal Irregularidade. Atenciosamente. | O prazo para análise e retorno é de até 5 dias. Para casos em que o cliente ficou sem algum serviço  por tempo determinado, sugerimos que o mesmo contate a Central  e formalize que deseja uma compensação do período/serviço em questão."
"S.2.0X Verifica duvida | Então se eu viajar é o carro ficar uma semana se ser acionado irei ficar sem bateria | É possível renovar seu plano  sem contratar o Wi-Fi, porém, para contratar um pacote Wi-Fi, é necessário ter pelo menos o plano  Connect ativado em seu veículo."
S.2.0X Verifica duvida | Esqueci a senha | É possível realizar a alteração de acesso somente na senha. O login (email) não pode ser alterado. Você pode solicitar pelo site ou pelo aplicativo.
"S.2.0X Verifica duvida | Esse serviço  é  grátis  por quanto  tempo? | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
"S.2.0X Verifica duvida | Esses próximos dois meses seriam gratuitos? | O período de gratuidade dos serviços  é de 30 dias. No entanto, caso você cadastre seu cartão de crédito, a B fornecerá mais 60 dias gratuitos totalizando 3 meses do plano Protect & Connect sem custo para o cliente. No 4º mês, a cobrança será automática no cartão de crédito. 

Para cadastrar o cartão de crédito e estender o período de gratuidade, você pode optar por uma das seguintes opções: 

• Apertar o botão azul do seu veículo e falar com um de nossos atendentes; 

• Entrar em contato com nossa Central de Atendimento: ; 

• Acessar o link: . 

No Wi-Fi, o período gratuito é de 3 meses ou 3GB (o que ocorrer primeiro) desde que assine os termos e condições de  e Wi-Fi. 

Após período de degustação, aperte o botão azul  ou ligue  para adquirir os planos."
S.2.0X Verifica duvida | Estou tentando acessar o my  e não está aceitando meus dados login e senha | É possível realizar a alteração de acesso somente na senha. O login (email) não pode ser alterado. Você pode solicitar pelo site ou pelo aplicativo.
"S.2.0X Verifica duvida | Eu ainda não estou com o carro assim que eu pevar aciono o botão azul | Se você já retirou seu veículo da concessionária, para solicitar o convite, basta apertar o botão azul  ou ligar no . Se você ainda não retirou o veículo da concessionária, peça para o vendedor enviar o convite."
"S.2.0X Verifica duvida | Eu já cadastrei o cartão | Para alterar os dados do cartão de crédito cadastrado, basta entrar em contato com a Central  no , clicar no botão  em seu retrovisor/teto ou acessar o link: "
S.2.0X Verifica duvida | Eu queria mudar de email e de senha | É possível realizar a alteração de acesso somente na senha. O login (email) não pode ser alterado. Você pode solicitar pelo site ou pelo aplicativo.
